Package;Komponen;Level;Indikator;Pertanyaan
0;Policy & Procedure;Recognize;Kebijakan terkait perlindungan data pribadi yang disusun sesuai dengan peraturan perundang-undangan yang berlaku (UU No.27 Tahun 2022 tentang Pelindungan Data Pribadi).;Apakah ada pemahaman awal mengenai tanggung jawab organisasi dalam melindungi data pribadi?
0;Policy & Procedure;Define;Kebijakan terkait perlindungan data pribadi yang disusun sesuai dengan peraturan perundang-undangan yang berlaku (UU No.27 Tahun 2022 tentang Pelindungan Data Pribadi).;Apakah organisasi sudah memiliki kebijakan terkait perlindungan data pribadi sesuai dengan peraturan perundang-undangan yang berlaku (UU PDP)?
0;Policy & Procedure;Measure;Kebijakan terkait perlindungan data pribadi yang disusun sesuai dengan peraturan perundang-undangan yang berlaku (UU No.27 Tahun 2022 tentang Pelindungan Data Pribadi).;Apakah organisasi secara rutin melakukan audit untuk mengukur kepatuhan terhadap kebijakan perlindungan data pribadi yang telah dibuat?
0;Policy & Procedure;Analyze;Kebijakan terkait perlindungan data pribadi yang disusun sesuai dengan peraturan perundang-undangan yang berlaku (UU No.27 Tahun 2022 tentang Pelindungan Data Pribadi).;Apakah organisasi menganalisis hasil audit dan laporan insiden untuk mengidentifikasi kelemahan dalam kebijakan atau prosedur yang ada?
0;Policy & Procedure;Improve & Control;Kebijakan terkait perlindungan data pribadi yang disusun sesuai dengan peraturan perundang-undangan yang berlaku (UU No.27 Tahun 2022 tentang Pelindungan Data Pribadi).;Apakah ada program untuk memperbarui kebijakan perlindungan data pribadi agar tetap relevan dengan perubahan regulasi dan teknologi?
0;Policy & Procedure;Sustain;Kebijakan terkait perlindungan data pribadi yang disusun sesuai dengan peraturan perundang-undangan yang berlaku (UU No.27 Tahun 2022 tentang Pelindungan Data Pribadi).;Apakah kebijakan perlindungan data pribadi menjadi bagian integral dari budaya kerja organisasi?
0;Policy & Procedure;Recognize;Sanksi bagi pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital;Apakah organisasi menyadari pentingnya menetapkan sanksi yang jelas untuk pelanggaran kebijakan perlindungan data dan kesiapan forensik digital?
0;Policy & Procedure;Define;Sanksi bagi pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital;Apakah sanksi untuk  pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital telah ditetapkan?
0;Policy & Procedure;Measure;Sanksi bagi pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital;Apakah ada pengukuran yang dilakukan untuk menilai seberapa sering pelanggaran terjadi setelah sanksi ditetapkan?
0;Policy & Procedure;Analyze;Sanksi bagi pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital;Apakah ada analisis untuk mengevaluasi efektivitas sanksi yang diterapkan dalam mencegah pelanggaran di masa depan?
0;Policy & Procedure;Improve & Control;Sanksi bagi pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital;Apakah ada program untuk meninjau dan memperbarui kebijakan sanksi agar lebih efektif dan adil?
0;Policy & Procedure;Sustain;Sanksi bagi pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital;Apakah sistem sanksi ini menjadi bagian dari sistem manajemen kinerja dan kedisiplinan yang berkelanjutan?
0;Policy & Procedure;Recognize;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah ada pemahaman dasar organisasi bahwa data yang dihasilkan atau disimpan di sistem organisasi adalah aset berharga yang harus dilindungi?
0;Policy & Procedure;Define;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah terdapat kebijakan yang menyatakan bahwa semua sumber daya informasi dan data merupakan milik organisasi?
0;Policy & Procedure;Measure;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah organisasi melakukan audit untuk memverifikasi bahwa anggota organisasi mematuhi kebijakan kepemilikan data?
0;Policy & Procedure;Analyze;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah organisasi menganalisis insiden kebocoran data untuk menentukan apakah pelanggaran kebijakan kepemilikan data adalah penyebabnya?
0;Policy & Procedure;Improve & Control;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah organisasi menerapkan kontrol teknis (seperti manajemen hak akses) untuk menegakkan kebijakan kepemilikan data?
0;Policy & Procedure;Sustain;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah organisasi secara konsisten meninjau dan memperkuat kebijakan ini untuk memastikan keberlanjutannya sebagai aset hukum dan operasional?
0;Policy & Procedure;Recognize;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah ada pemahaman bahwa pengamanan bukti yang tidak tepat waktu atau tidak teratur dapat merusak integritasnya?
0;Policy & Procedure;Define;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah Organisasi memiliki kebijakan yang jelas mengenai kondisi atau situasi di mana barang bukti digital dapat diamankan?
0;Policy & Procedure;Measure;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah organisasi mencatat setiap kejadian di mana bukti digital diamankan, termasuk waktu, alasan, dan personel yang terlibat?
0;Policy & Procedure;Analyze;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah organisasi menganalisis data insiden untuk menentukan apakah kebijakan pengamanan bukti sudah diterapkan secara konsisten?
0;Policy & Procedure;Improve & Control;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah ada program untuk memperbarui kebijakan ini agar relevan dengan jenis-jenis insiden baru?
0;Policy & Procedure;Sustain;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah kebijakan ini diintegrasikan ke dalam program pelatihan tim respons insiden secara berkelanjutan?
0;Policy & Procedure;Recognize;Kebijakan barang bukti digital apa saja yang harus diamankan ;Apakah ada pemahaman dasar mengenai pentingnya mengidentifikasi jenis data yang relevan dalam suatu insiden?
0;Policy & Procedure;Define;Kebijakan barang bukti digital apa saja yang harus diamankan ;Apakah terdapat kebijakan yang mengidentifikasi bukti digital mana yang harus diamankan (e.g., system logs, emails, databases, access records)?
0;Policy & Procedure;Measure;Kebijakan barang bukti digital apa saja yang harus diamankan ;Apakah ada mekanisme untuk memverifikasi bahwa bukti yang diamankan sesuai dengan daftar yang disebutkan dalam kebijakan?
0;Policy & Procedure;Analyze;Kebijakan barang bukti digital apa saja yang harus diamankan ;Apakah organisasi menganalisis kesenjangan antara jenis bukti yang diidentifikasi dalam kebijakan dengan bukti yang benar-benar relevan dalam investigasi aktual?
0;Policy & Procedure;Improve & Control;Kebijakan barang bukti digital apa saja yang harus diamankan ;Apakah ada kontrol yang memastikan bahwa daftar jenis bukti ini dikomunikasikan dengan baik kepada semua pihak yang terlibat dalam respons insiden?
0;Policy & Procedure;Sustain;Kebijakan barang bukti digital apa saja yang harus diamankan ;Apakah kebijakan ini secara rutin ditinjau dan disesuaikan berdasarkan pengalaman dari investigasi sebelumnya?
0;Policy & Procedure;Recognize;Kebijakan yang menyatakan cara dan situasi ketika bukti-bukti yang telah diamankan oleh organisasi dapat dilepaskan kepada pihak di luar organisasi, termasuk ketika harus dirujuk ke penegak hukum ;Apakah ada pemahaman dasar mengenai pentingnya prosedur formal untuk pelepasan bukti, terutama kepada penegak hukum?
0;Policy & Procedure;Define;Kebijakan yang menyatakan cara dan situasi ketika bukti-bukti yang telah diamankan oleh organisasi dapat dilepaskan kepada pihak di luar organisasi, termasuk ketika harus dirujuk ke penegak hukum ;Apakah terdapat kebijakan yang mengatur metode dan keadaan di mana bukti yang diamankan dapat diserahkan kepada pihak eksternal, termasuk ketika harus dirujuk ke penegak hukum?
0;Policy & Procedure;Measure;Kebijakan yang menyatakan cara dan situasi ketika bukti-bukti yang telah diamankan oleh organisasi dapat dilepaskan kepada pihak di luar organisasi, termasuk ketika harus dirujuk ke penegak hukum ;Apakah organisasi mencatat setiap pelepasan bukti, termasuk kepada siapa, kapan, dan bagaimana bukti tersebut diserahkan?
0;Policy & Procedure;Analyze;Kebijakan yang menyatakan cara dan situasi ketika bukti-bukti yang telah diamankan oleh organisasi dapat dilepaskan kepada pihak di luar organisasi, termasuk ketika harus dirujuk ke penegak hukum ;Apakah organisasi menganalisis proses pelepasan bukti untuk mengidentifikasi potensi kelemahan atau keterlambatan?
0;Policy & Procedure;Improve & Control;Kebijakan yang menyatakan cara dan situasi ketika bukti-bukti yang telah diamankan oleh organisasi dapat dilepaskan kepada pihak di luar organisasi, termasuk ketika harus dirujuk ke penegak hukum ;Apakah ada kontrol yang diterapkan untuk memastikan bahwa bukti yang dilepaskan telah diverifikasi keutuhannya dan didokumentasikan dengan benar?
0;Policy & Procedure;Sustain;Kebijakan yang menyatakan cara dan situasi ketika bukti-bukti yang telah diamankan oleh organisasi dapat dilepaskan kepada pihak di luar organisasi, termasuk ketika harus dirujuk ke penegak hukum ;Apakah kebijakan ini secara rutin ditinjau dan disesuaikan untuk memastikan kepatuhan terhadap hukum yang berkembang?
0;Policy & Procedure;Recognize;Kebijakan pembagian wewenang, tugas dan tanggungjawab terkait pengumpulan barang bukti digital, pemeliharaan dan pemeriksaannya ;Apakah organisasi menyadari pentingnya pembagian wewenang yang jelas dalam proses forensik digital?
0;Policy & Procedure;Define;Kebijakan pembagian wewenang, tugas dan tanggungjawab terkait pengumpulan barang bukti digital, pemeliharaan dan pemeriksaannya ;Apakah terdapat kebijakan mengenai pembagian wewenang, tugas, dan tanggung jawab terkait pengumpulan, pemeliharaan, dan pemeriksaan bukti digital?
0;Policy & Procedure;Measure;Kebijakan pembagian wewenang, tugas dan tanggungjawab terkait pengumpulan barang bukti digital, pemeliharaan dan pemeriksaannya ;Apakah organisasi mencatat dan memverifikasi bahwa setiap langkah dalam proses forensik digital (pengumpulan, pemeliharaan, pemeriksaan) dilakukan oleh personel yang berwenang?
0;Policy & Procedure;Analyze;Kebijakan pembagian wewenang, tugas dan tanggungjawab terkait pengumpulan barang bukti digital, pemeliharaan dan pemeriksaannya ;Apakah organisasi menganalisis alur kerja forensik digital untuk mengidentifikasi tumpang tindih atau kesenjangan dalam wewenang dan tanggung jawab?
0;Policy & Procedure;Improve & Control;Kebijakan pembagian wewenang, tugas dan tanggungjawab terkait pengumpulan barang bukti digital, pemeliharaan dan pemeriksaannya ;Apakah ada kontrol yang diterapkan untuk memastikan bahwa personel yang terlibat dalam setiap tahap memiliki kualifikasi yang sesuai?
0;Policy & Procedure;Sustain;Kebijakan pembagian wewenang, tugas dan tanggungjawab terkait pengumpulan barang bukti digital, pemeliharaan dan pemeriksaannya ;Apakah kebijakan pembagian wewenang ini diintegrasikan ke dalam deskripsi pekerjaan dan pelatihan rutin tim forensik digital?
0;Technology & Security;Recognize;Jaminan manajemen log dari masing-masing sistem, pemeliharaan, dan pengelolaan. (Jaminan logs dianalisa secara berkala untuk memastikan akurasi, validitas, dan kelengkapan isinya untuk kepentingan jejak audit dan forensik);apakah dokumen log tersedia? 
0;Technology & Security;Define;Jaminan manajemen log dari masing-masing sistem, pemeliharaan, dan pengelolaan. (Jaminan logs dianalisa secara berkala untuk memastikan akurasi, validitas, dan kelengkapan isinya untuk kepentingan jejak audit dan forensik);Isi dari log tsb apa saja? Apakah terkait dgn insiden personal data breach?
0;Technology & Security;Measure;Jaminan manajemen log dari masing-masing sistem, pemeliharaan, dan pengelolaan. (Jaminan logs dianalisa secara berkala untuk memastikan akurasi, validitas, dan kelengkapan isinya untuk kepentingan jejak audit dan forensik);Apakah manajemen log dijamin untuk setiap sistem, termasuk dalam aspek pemeliharaan dan pengelolaan?
0;Technology & Security;Analyze;Jaminan manajemen log dari masing-masing sistem, pemeliharaan, dan pengelolaan. (Jaminan logs dianalisa secara berkala untuk memastikan akurasi, validitas, dan kelengkapan isinya untuk kepentingan jejak audit dan forensik);Apakah seluruh perubahan dalam sistem informasi secara otomatis tercatat dalam log?
0;Technology & Security;Improve & Control;Jaminan manajemen log dari masing-masing sistem, pemeliharaan, dan pengelolaan. (Jaminan logs dianalisa secara berkala untuk memastikan akurasi, validitas, dan kelengkapan isinya untuk kepentingan jejak audit dan forensik);Apakah upaya akses tidak sah secara otomatis tercatat dalam log?
0;Technology & Security;Sustain;Jaminan manajemen log dari masing-masing sistem, pemeliharaan, dan pengelolaan. (Jaminan logs dianalisa secara berkala untuk memastikan akurasi, validitas, dan kelengkapan isinya untuk kepentingan jejak audit dan forensik);Apakah semua log dianalisa secara berkala untuk memastikan akurasi, validitas, dan kelengkapan isinya (guna kepentingan jejak audit dan forensik)?
0;Technology & Security;Recognize;Manajemen media penyimpanan (misal CD, hardisk/HDD-SSD, flashdisk) dari masing-masing komputer dan server ;Apakah anggota organisasi menyadari pentingnya mengelola media penyimpanan (seperti CD, hard disk, SSD, flash disk) dari setiap komputer dan server?
0;Technology & Security;Define;Manajemen media penyimpanan (misal CD, hardisk/HDD-SSD, flashdisk) dari masing-masing komputer dan server ;Apakah manajemen media penyimpanan (misalnya CD, hard disk/HDD-SSD, flash disk) diterapkan untuk setiap komputer dan server?
0;Technology & Security;Measure;Manajemen media penyimpanan (misal CD, hardisk/HDD-SSD, flashdisk) dari masing-masing komputer dan server ;Apakah organisasi melakukan inventarisasi secara teratur terhadap semua media penyimpanan yang ada?
0;Technology & Security;Analyze;Manajemen media penyimpanan (misal CD, hardisk/HDD-SSD, flashdisk) dari masing-masing komputer dan server ;Apakah organisasi menganalisis dampak potensial dari kegagalan media penyimpanan terhadap operasional dan data penting?
0;Technology & Security;Improve & Control;Manajemen media penyimpanan (misal CD, hardisk/HDD-SSD, flashdisk) dari masing-masing komputer dan server ;Apakah organisasi menerapkan kontrol akses dan enkripsi untuk media penyimpanan guna mengurangi risiko keamanan?
0;Technology & Security;Sustain;Manajemen media penyimpanan (misal CD, hardisk/HDD-SSD, flashdisk) dari masing-masing komputer dan server ;Apakah ada tinjauan dan pembaruan rutin terhadap kebijakan manajemen media penyimpanan agar tetap relevan dengan perkembangan teknologi?
0;Technology & Security;Recognize;Ketersediaan alat akuisisi dan analisis untuk bukti digital, baik dalam bentuk perangkat keras (write block protector, etc.) maupun software (analysis tool);Apakah organisasi menyadari pentingnya memiliki alat akuisisi dan analisis untuk investigasi forensik digital?
0;Technology & Security;Define;Ketersediaan alat akuisisi dan analisis untuk bukti digital, baik dalam bentuk perangkat keras (write block protector, etc.) maupun software (analysis tool);Apakah alat akuisisi dan analisis untuk bukti digital (e.g., write block protectors, analysis software tool) tersedia?
0;Technology & Security;Measure;Ketersediaan alat akuisisi dan analisis untuk bukti digital, baik dalam bentuk perangkat keras (write block protector, etc.) maupun software (analysis tool);Seberapa sering inventarisasi dan verifikasi terhadap alat-alat tersebut dilakukan untuk memastikan fungsinya?
0;Technology & Security;Analyze;Ketersediaan alat akuisisi dan analisis untuk bukti digital, baik dalam bentuk perangkat keras (write block protector, etc.) maupun software (analysis tool);Apakah organisasi menganalisis efektivitas alat-alat yang ada dalam proses investigasi forensik digital?
0;Technology & Security;Improve & Control;Ketersediaan alat akuisisi dan analisis untuk bukti digital, baik dalam bentuk perangkat keras (write block protector, etc.) maupun software (analysis tool);Apakah ada kontrol untuk memastikan bahwa hanya personel yang berwenang dan terlatih yang dapat menggunakan alat-alat forensik digital?
0;Technology & Security;Sustain;Ketersediaan alat akuisisi dan analisis untuk bukti digital, baik dalam bentuk perangkat keras (write block protector, etc.) maupun software (analysis tool);Apakah anggaran untuk pemeliharaan dan pengadaan alat akuisisi dan analisis forensik digital dialokasikan secara berkelanjutan?
0;Technology & Security;Recognize;Jaminan keamanan barang bukti, baik secara online maupun offline, melalui imaging maupun penggandaan fisik ;Apakah organisasi menyadari pentingnya mengamankan barang bukti digital dari perubahan atau kerusakan? +D11:D25
0;Technology & Security;Define;Jaminan keamanan barang bukti, baik secara online maupun offline, melalui imaging maupun penggandaan fisik ;Apakah keamanan bukti, baik secara online maupun offline, dijamin melalui pencitraan dan duplikasi fisik?
0;Technology & Security;Measure;Jaminan keamanan barang bukti, baik secara online maupun offline, melalui imaging maupun penggandaan fisik ;Apakah organisasi mencatat setiap langkah yang diambil untuk mengamankan bukti (misalnya chain of custody), termasuk proses imaging dan duplikasi?
0;Technology & Security;Analyze;Jaminan keamanan barang bukti, baik secara online maupun offline, melalui imaging maupun penggandaan fisik ;Apakah organisasi menganalisis efektivitas metode keamanan bukti yang ada (misalnya imaging vs. duplikasi fisik) dalam menjaga integritas data?
0;Technology & Security;Improve & Control;Jaminan keamanan barang bukti, baik secara online maupun offline, melalui imaging maupun penggandaan fisik ;Apakah ada kontrol yang diterapkan, seperti enkripsi pada salinan bukti, untuk meningkatkan keamanannya?
0;Technology & Security;Sustain;Jaminan keamanan barang bukti, baik secara online maupun offline, melalui imaging maupun penggandaan fisik ;Apakah ada tinjauan rutin terhadap kebijakan keamanan bukti untuk memastikan relevansinya dengan perkembangan teknologi?
0;Technology & Security;Recognize;Ketersediaan perangkat pendukung digital forensic seperti cctv, finger print, dan autentikasi sistem;Apakah ada pemahaman awal mengenai bagaimana data dari perangkat ini dapat menjadi bukti digital?
0;Technology & Security;Define;Ketersediaan perangkat pendukung digital forensic seperti cctv, finger print, dan autentikasi sistem;Apakah perangkat pendukung forensik digital (misalnya, CCTV, pemindai sidik jari, alat autentikasi sistem) tersedia?
0;Technology & Security;Measure;Ketersediaan perangkat pendukung digital forensic seperti cctv, finger print, dan autentikasi sistem;Apakah ada inventarisasi dan pemantauan secara rutin terhadap status fungsionalitas perangkat pendukung forensik digital (misalnya, apakah CCTV berfungsi dengan baik, apakah log autentikasi sistem tersimpan)?
0;Technology & Security;Analyze;Ketersediaan perangkat pendukung digital forensic seperti cctv, finger print, dan autentikasi sistem;Apakah organisasi melakukan analisis terhadap kelemahan atau keterbatasan dari perangkat pendukung yang ada saat ini?
0;Technology & Security;Improve & Control;Ketersediaan perangkat pendukung digital forensic seperti cctv, finger print, dan autentikasi sistem;Apakah ada kontrol yang diterapkan untuk memastikan data dari perangkat-perangkat tersebut terlindungi dari pemalsuan atau penghapusan?
0;Technology & Security;Sustain;Ketersediaan perangkat pendukung digital forensic seperti cctv, finger print, dan autentikasi sistem;Apakah anggaran dan sumber daya dialokasikan secara berkelanjutan untuk pemeliharaan dan pembaruan perangkat pendukung forensik digital?
0;Technology & Security;Recognize;Ketersediaan perangkat pengamanan sistem seperti  antivirus, IDS, IPS, filter web, firewall, pencegahan kebocoran data.;Apakah anggota organisasi menyadari pentingnya memiliki perangkat pengamanan sistem seperti antivirus, IDS, IPS, dan firewall?
0;Technology & Security;Define;Ketersediaan perangkat pengamanan sistem seperti  antivirus, IDS, IPS, filter web, firewall, pencegahan kebocoran data.;Apakah perangkat keamanan sistem (seperti, antivirus, IDS, IPS, filter web, firewall, pencegahan kebocoran data) telah tersedia?
0;Technology & Security;Measure;Ketersediaan perangkat pengamanan sistem seperti  antivirus, IDS, IPS, filter web, firewall, pencegahan kebocoran data.;Apakah ada pengukuran yang dilakukan untuk menilai tingkat efektivitas perangkat-perangkat tersebut dalam mendeteksi dan mencegah ancaman?
0;Technology & Security;Analyze;Ketersediaan perangkat pengamanan sistem seperti  antivirus, IDS, IPS, filter web, firewall, pencegahan kebocoran data.;Apakah ada analisis kesenjangan untuk menentukan apakah perangkat pengamanan yang ada sudah memadai untuk menghadapi ancaman siber yang berkembang?
0;Technology & Security;Improve & Control;Ketersediaan perangkat pengamanan sistem seperti  antivirus, IDS, IPS, filter web, firewall, pencegahan kebocoran data.;Apakah ada program untuk memperbarui atau memutakhirkan perangkat keamanan sistem secara berkala (misalnya, migrasi ke versi yang lebih baru atau implementasi teknologi yang lebih canggih)?
0;Technology & Security;Sustain;Ketersediaan perangkat pengamanan sistem seperti  antivirus, IDS, IPS, filter web, firewall, pencegahan kebocoran data.;Apakah organisasi memiliki program berkelanjutan untuk pemeliharaan dan perpanjangan lisensi perangkat keamanan sistem?
0;Technology & Security;Recognize;Ketersediaan perangkat pendukung keamanan seperti enkripsi dan kriptografi  (termasuk   electronic certificates) dan siklus hidup penggunannya;Apakah anggota organisasi menyadari pentingnya enkripsi dan kriptografi (termasuk electronic certificates) untuk mengamankan data?
0;Technology & Security;Define;Ketersediaan perangkat pendukung keamanan seperti enkripsi dan kriptografi  (termasuk   electronic certificates) dan siklus hidup penggunannya;Apakah organisasi sudah memiliki perangkat pendukung keamanan seperti enkripsi dan kriptografi  (termasuk electronic certificates) dan siklus hidup penggunaannya?
0;Technology & Security;Measure;Ketersediaan perangkat pendukung keamanan seperti enkripsi dan kriptografi  (termasuk   electronic certificates) dan siklus hidup penggunannya;Apakah organisasi secara rutin memantau status penggunaan electronic certificates dan masa berlakunya?
0;Technology & Security;Analyze;Ketersediaan perangkat pendukung keamanan seperti enkripsi dan kriptografi  (termasuk   electronic certificates) dan siklus hidup penggunannya;Apakah ada analisis terhadap siklus hidup penggunaan kunci enkripsi dan electronic certificate untuk memastikan keamanannya?
0;Technology & Security;Improve & Control;Ketersediaan perangkat pendukung keamanan seperti enkripsi dan kriptografi  (termasuk   electronic certificates) dan siklus hidup penggunannya;Apakah ada kontrol yang diterapkan untuk mengelola kunci enkripsi dan electronic certificate (misalnya, prosedur penyimpanan yang aman)?
0;Technology & Security;Sustain;Ketersediaan perangkat pendukung keamanan seperti enkripsi dan kriptografi  (termasuk   electronic certificates) dan siklus hidup penggunannya;"Apakah organisasi memiliki anggaran untuk pemeliharaan dan pembaruan perangkat enkripsi dan e-certificate dialokasikan secara konsisten setiap tahun."""
0;DF Response;Recognize;Standar Operasional  Prosedur (SOP) untuk penanganan insiden dan tindakan forensik digital;Apakah organisasi menyadari pentingnya memiliki Standar Operasional Prosedur (SOP) formal untuk penanganan insiden dan forensik digital?
0;DF Response;Define;Standar Operasional  Prosedur (SOP) untuk penanganan insiden dan tindakan forensik digital;Apakah  standar operasional  prosedur (SOP) untuk penanganan insiden dan tindakan forensik digital tersedia?
0;DF Response;Measure;Standar Operasional  Prosedur (SOP) untuk penanganan insiden dan tindakan forensik digital;Apakah organisasi secara rutin melakukan audit atau simulasi untuk mengukur kepatuhan terhadap SOP penanganan insiden?
